symbol_a,symbol_b,net_profit,gross_profit,total_fees,win_rate,trade_count,max_drawdown,exit_reasons
SAIL,TATASTEEL,-18006.270772337124,3947.520005001774,21953.790777338883,0.2648809523809524,336,18035.865583841034,mr;se;sl
JINDALSTEL,JSWSTEEL,-16465.594271219627,7369.277050001741,23834.871321221384,0.3360655737704918,366,16457.637781121444,mr;se
HINDALCO,HINDZINC,8332.514994371224,25739.154275001325,17406.639280630097,0.6816479400749064,267,729.5847974663739,mr;se
CDSL,IREDA,3448.555597074271,12043.64975000066,8595.094152926393,0.6136363636363636,132,970.0816053093042,mr;se
LODHA,PRESTIGE,13210.052688015703,36174.04405000197,22963.991361986267,0.5710227272727273,352,1489.2888132891578,mr;se
IRCON,IREDA,-10118.5022289396,991.4723300009082,11109.974558940507,0.27647058823529413,170,9999.818609822356,mr;se;sl
IRCON,TITAGARH,-5063.2147714056455,8831.761175001142,13894.975946406785,0.431924882629108,213,8392.230300898931,mr;se;sl
JINDALSTEL,NMDC,-9001.537853927102,1063.0411000009253,10064.578953928021,0.2727272727272727,154,8903.924248629412,mr;se
IREDA,JIOFIN,-13644.18365973372,11051.637710002053,24695.821369735775,0.3306878306878307,378,13968.925083388956,mr;se
EICHERMOT,HEROMOTOCO,-512.5380186556357,-254.38424999997824,258.1537686556575,0.0,4,366.78911018977396,sl
IREDA,PFC,-8480.369244819436,15678.35515000206,24158.724394821507,0.3864864864864865,370,8308.04217201851,mr;se
IRFC,MAZDOCK,-790.42790357953,16475.00340000144,17265.431303580976,0.44360902255639095,266,2434.6811007444953,mr;se
IREDA,SUZLON,8103.563298059907,15882.33433000063,7778.771031940734,0.6974789915966386,119,974.7850210283423,mr;se
COFORGE,WIPRO,-47099.87912240987,-21293.861054997753,25806.018067412166,0.04050632911392405,395,47031.56727518193,mr;se;sl
NATIONALUM,TATASTEEL,-11635.547288063726,3652.8598050013484,15288.407093065083,0.28205128205128205,234,11641.29946349594,mr;se;sl
BAJAJ-AUTO,HEROMOTOCO,-2722.464461242093,17898.893250001645,20621.357711243752,0.4123076923076923,325,3829.60907726987,mr;se
TATASTEEL,VEDL,-27299.958933988513,-7312.2503099983005,19987.70862399023,0.22875816993464052,306,27337.1252240958,mr;se;sl
OBEROIRLTY,PRESTIGE,-1570.7774169225422,16271.044100001453,17841.82151692401,0.4306569343065693,274,2630.6467632882304,mr;se;sl
NTPC,POWERGRID,0.0,0.0,0.0,0.0,0,0.0,none
CDSL,IRFC,3556.173720127881,9808.045450000453,6251.871729872567,0.65625,96,309.92414037249335,mr;se
COFORGE,HCLTECH,28275.8328712415,50168.26895000176,21892.436078760224,0.7708333333333334,336,404.2561693423522,mr;se
BEML,GRSE,15381.639323577838,28071.8758500011,12690.23652642327,0.676923076923077,195,1604.9368704671733,mr;se
HUDCO,NBCC,24813.97430505375,39322.94003500128,14508.96572994752,0.6891891891891891,222,1206.171088207193,mr;se
BEL,COCHINSHIP,-5731.106597171547,6570.294600001007,12301.40119717256,0.37566137566137564,189,7633.7680176609665,mr;se;sl
BEML,COCHINSHIP,1889.2163415364262,23365.01715000173,21475.800808465276,0.45151515151515154,330,9737.31028545549,mr;se;sl
COFORGE,OFSS,0.0,0.0,0.0,0.0,0,0.0,none
COFORGE,LTM,0.0,0.0,0.0,0.0,0,0.0,none
BEML,MAZDOCK,-1563.2552665866212,17441.5204000016,19004.77566658824,0.4554794520547945,292,6656.559476931141,mr;se
JWL,TITAGARH,17242.26716412252,31857.817475001237,14615.55031087871,0.5803571428571429,224,979.2578240661942,mr;se
ADANIGREEN,ADANIPOWER,8784.433663954089,33420.24325500198,24635.8095910479,0.5490716180371353,377,2975.1199237367327,mr;se
MAZDOCK,NBCC,-17399.994439553062,-4655.704949998977,12744.289489554085,0.15897435897435896,195,19397.01321099878,hl;mr;se
SBIN,UNIONBANK,-1543.8974671405,14166.204275001357,15710.101742141847,0.4149377593360996,241,3420.0316987655815,mr;se
ANGELONE,CDSL,-5196.149120519527,14996.922400001733,20193.071520521265,0.4258064516129032,310,5494.239715533574,mr;se
KAYNES,PGEL,-20141.78835417643,-414.17049999845676,19727.617854177974,0.3114754098360656,305,21235.830135308435,mr;se
BAJAJ-AUTO,EICHERMOT,-29224.11158265303,-7402.8814999982205,21821.230082654794,0.22965116279069767,344,29276.539587841282,mr;se
IREDA,MAZDOCK,8359.75851290228,25418.255870001514,17058.49735709924,0.5747126436781609,261,1836.0335574575493,mr;se
COCHINSHIP,HAL,-7635.914392040642,11634.464050001683,19270.378442042304,0.4222972972972973,296,14818.29888503169,mr;se
PERSISTENT,TECHM,-22825.81088622591,-4064.5513499983526,18761.259536227557,0.2013888888888889,288,22687.63038052648,mr;se
EICHERMOT,TVSMOTOR,-23282.06843880762,-9731.737549998901,13550.330888808712,0.15311004784688995,209,23268.91701363659,mr;se;sl
INOXWIND,IRFC,27614.954822421863,45332.22241000134,17717.267587579496,0.7785977859778598,271,884.5720690706876,mr;se
ADANIENT,AMBUJACEM,-15160.752865580505,14484.209000002531,29644.96186558301,0.3458149779735683,454,15210.737569447085,mr;se
HUDCO,IRFC,23307.768907239584,55330.74971500263,32022.980807763066,0.5163265306122449,490,689.0104093618902,mr;se
JWL,RVNL,1486.7420215603013,12135.11696500096,10648.374943440655,0.4294478527607362,163,3229.4318687299597,mr;se
JBMA,OLECTRA,-1895.2423899691357,-982.819024999895,912.4233649692403,0.2857142857142857,14,2725.1913126326854,mr;se;sl
IRFC,SUZLON,1954.9746279952144,14048.882690001004,12093.90806200579,0.4756756756756757,185,2653.961721590787,mr;se
PREMIERENE,WAAREEENER,58.73107038980589,253.4758000000079,194.744729610202,0.6666666666666666,3,293.9768324467099,se;sl
BDL,RVNL,2995.1561115059494,3907.2946000000666,912.138488494117,0.7142857142857143,14,178.54281413077206,mr
M&M,MARUTI,1318.9806269014443,26538.566100002223,25219.585473100775,0.4704370179948586,389,1923.028850319429,mr;se
NBCC,RECLTD,-34810.755297893134,-11887.552724998226,22923.202572894912,0.2022792022792023,351,34645.41051882271,mr;se
HINDCOPPER,NATIONALUM,5837.765614339633,17985.822875001064,12148.057260661439,0.4838709677419355,186,2342.859733172068,mr;se
MAZDOCK,SUZLON,13716.591840822457,27804.17065000118,14087.578809178742,0.6175115207373272,217,582.5477809282656,mr;se
JIOFIN,NBCC,-182.2228753018971,-51.51808999998809,130.704785301909,0.0,2,93.59842633385448,mr
CDSL,NBCC,4035.88843045922,11005.857950000545,6969.969519541323,0.6542056074766355,107,530.5158837732456,mr
ACC,AMBUJACEM,-402.9313391050018,-206.96069999997906,195.97063910502277,0.0,3,293.5740756206191,mr;sl
NMDC,VEDL,2624.770098501049,24130.135085001937,21505.364986500903,0.46504559270516715,329,3226.7700144259666,mr;se
RVNL,TITAGARH,8378.493645889648,25802.26485000152,17423.771204111876,0.48314606741573035,267,2561.0283188795684,mr;se
NBCC,SUZLON,-9157.627065327128,11824.000895001658,20981.627960328788,0.32398753894080995,321,10503.345205410504,mr;se
DIXON,KAYNES,-569.6836693313343,-309.1294999999618,260.5541693313725,0.25,4,704.5330842718837,mr
IRFC,PFC,9134.00552944803,29181.719975001717,20047.714445553665,0.5863192182410424,307,1649.9405785143674,mr;se
BAJAJ-AUTO,TVSMOTOR,-4885.319109300524,8065.400250000921,12950.71935930144,0.3804878048780488,205,5577.142126880214,mr;se;sl
JWL,RAILTEL,17696.53887184766,30174.39438000097,12477.855508153316,0.6492146596858639,191,1613.8213273674085,mr;se
OFSS,PERSISTENT,-15998.598243726206,-1733.016499998941,14265.581743727265,0.2927927927927928,222,16715.713227615597,mr;se;sl
OIL,ONGC,13085.594555853426,32021.404925001636,18935.810369148214,0.6103448275862069,290,869.503907446955,mr;se
KEI,POLYCAB,8673.150800559542,23961.973100001225,15288.822299441686,0.5780590717299579,237,2120.8458598192506,mr;se
LODHA,OBEROIRLTY,-26145.962070609152,-5639.673249998162,20506.288820610982,0.24126984126984127,315,26823.788861138833,mr;se
MPHASIS,TECHM,20713.505977518897,40342.35490000166,19628.84892248278,0.7350993377483444,302,862.4902083633979,mr;se
BEL,DATAPATTNS,1063.4597534933057,10654.53525000078,9591.075496507463,0.43243243243243246,148,3860.2371315018854,mr;se
HINDZINC,NMDC,-10044.726040895383,3942.0019250012974,13986.727965896675,0.3177570093457944,214,10096.120409312516,mr;se
IRFC,JIOFIN,2141.224522608691,21220.124930001664,19078.900407392972,0.5034246575342466,292,1739.0611526649254,mr;se
MAZDOCK,SOLARINDS,-6590.280461922519,13378.521000001509,19968.801461924042,0.34177215189873417,316,9273.90230083966,mr;se
IRCON,NBCC,17505.663129455777,28159.775805000972,10654.112675545208,0.6932515337423313,163,423.4740590805777,mr;se
BDL,NBCC,-9725.39769356243,-1163.7473199992942,8561.650373563127,0.21374045801526717,131,12660.776706263216,hl;mr;se
MPHASIS,OFSS,0.0,0.0,0.0,0.0,0,0.0,none
M&M,TVSMOTOR,5013.594420308481,15259.701050000866,10246.106629692376,0.6075949367088608,158,975.2464949018095,mr;se
CDSL,JIOFIN,-15044.259299972367,5339.393720001652,20383.653019974015,0.3333333333333333,312,15005.117473486958,mr;se
JIOFIN,RECLTD,-178.48888090042482,23408.392780002025,23586.88166090246,0.45429362880886426,361,2452.561367972111,mr;se
KPITTECH,TATAELXSI,21765.391418931744,31880.7385500008,10115.347131069071,0.7225806451612903,155,754.4616409789563,mr;se
PERSISTENT,TCS,17237.122672638154,34718.62590000142,17481.50322736326,0.7785977859778598,271,1078.1091960112135,mr;se
INFY,PERSISTENT,-613.8473954559555,18480.481300001586,19094.32869545754,0.4222972972972973,296,4079.4493082135846,mr;se
HINDALCO,NMDC,-5651.794546406964,9708.133370001276,15359.927916408255,0.4,235,6091.771152407252,mr;se
BDL,BEML,-10019.225007750474,-200.35374999914848,9818.871257751334,0.3443708609271523,151,9899.274959349685,mr;se
EICHERMOT,M&M,-29800.13616105535,-7893.789349998099,21906.34681105727,0.2514792899408284,338,29590.45401147525,mr;se
EICHERMOT,MARUTI,436.230611254719,5102.426000000351,4666.195388745631,0.5753424657534246,73,1877.8956507178043,mr;se
DLF,NBCC,4708.597971966153,12934.800725000707,8226.202753034557,0.6111111111111112,126,844.3717249936326,mr
CANBK,RECLTD,-16882.41875673969,3507.7095200017984,20390.128276741496,0.2980769230769231,312,17108.335356082345,mr;se;sl
COFORGE,TATAELXSI,-293.12917425973944,-228.77524999998695,64.3539242597525,0.0,1,0.0,mr
INOXWIND,RVNL,30021.28527280365,46039.18076500119,16017.89549219749,0.7795918367346939,245,320.946617652412,mr;se
ADANIGREEN,TATAPOWER,-45689.23635377226,-18724.86654999782,26964.369803774436,0.1162227602905569,413,45612.0245371779,mr;se;sl
RECLTD,RVNL,5284.396670491431,13122.235475000642,7837.838804509215,0.625,120,348.6991119891454,mr
IDEA,INDUSTOWER,-14604.387421998135,7101.0310050017415,21705.418426999837,0.3463855421686747,332,14404.382717284254,mr;se
HCLTECH,PERSISTENT,-21044.416586776053,-4076.3297499986293,16968.086836777406,0.2813688212927757,263,21809.7275427794,mr;se;sl
GRSE,ZENTEC,-3918.957497254957,13469.528650001397,17388.48614725635,0.43656716417910446,268,4605.638082739417,mr;se;sl
HINDALCO,JSWSTEEL,548.7711658927158,22629.083450001628,22080.31228410892,0.46607669616519176,339,2284.7705794056774,mr;se
IRFC,JWL,-5984.654755328822,-627.8427349994372,5356.812020329385,0.3048780487804878,82,8584.982202891464,mr;se
MPHASIS,TCS,19662.930215205204,40393.016450001705,20730.086234796516,0.7272727272727273,319,896.8318745426159,mr;se
BDL,IREDA,-9237.775496464033,5858.50759500117,15096.283091465195,0.329004329004329,231,9081.971649449913,mr;se
NMDC,SAIL,7519.92845962409,16868.058225000812,9348.129765376727,0.6573426573426573,143,624.5667878659115,mr
INOXWIND,MAZDOCK,-16494.85233953459,-5456.874649999047,11037.977689535546,0.16470588235294117,170,16900.131382894127,mr;se
IREDA,RAILTEL,4944.929664046382,12265.725280000583,7320.795615954201,0.5714285714285714,112,1271.0929633916626,mr
COFORGE,KPITTECH,14070.781680101481,43455.42015000231,29384.63846990086,0.5432372505543237,451,2193.3993170422627,mr
DLF,PHOENIXLTD,-2747.2971534032336,-470.6220499997962,2276.675103403438,0.2,35,2883.05927489113,mr;se;sl
DATAPATTNS,HAL,2985.0012649137634,21839.040250001606,18854.038985087842,0.4742268041237113,291,10175.107241014652,mr;se
MOTHERSON,TMPV,-28890.87436176239,-2048.36029999773,26842.514061764698,0.26520681265206814,411,29340.240417914345,mr;se
PERSISTENT,WIPRO,13776.152894570687,33569.97600000144,19793.82310543075,0.6742671009771987,307,814.3985959621009,mr;se
JSWSTEEL,NMDC,3672.235970355558,24251.639700001713,20579.403729646172,0.4936708860759494,316,693.4188072818795,mr;se
RECLTD,TATAPOWER,-3783.7757777596867,-3196.5097999999716,587.2659777597145,0.0,9,3383.9149890595772,mr;sl
GODREJPROP,PHOENIXLTD,-879.1579217326776,10309.355700000857,11188.51362173352,0.4418604651162791,172,4118.40504483232,mr;se;sl
LTM,PERSISTENT,-672.3459154049586,19846.16710000167,20518.513015406585,0.4559748427672956,318,3865.8273114975,mr;se
HEROMOTOCO,M&M,-40914.59745633051,-18352.51079999814,22562.08665633236,0.040229885057471264,348,40841.31746425432,mr;sl
RVNL,SUZLON,8014.496547538771,21220.222750001045,13205.72620246226,0.5396039603960396,202,1640.07121013093,mr;se
COCHINSHIP,RVNL,27949.671606526605,41555.4381500011,13605.766543474501,0.7703349282296651,209,435.37576335037375,mr;se
IRCTC,IRFC,-6843.2362017129935,17246.729400002103,24089.965601715096,0.34959349593495936,369,6779.211858635079,mr
IRFC,TITAGARH,-6077.814616174205,10262.68726000161,16340.50187617582,0.352,250,7446.07252024807,mr;se
ETERNAL,SWIGGY,120.63314042751378,251.40610000000976,130.772959572496,0.5,2,0.0,sl
OFSS,TATAELXSI,16746.267096605417,37951.664500001585,21205.397403396186,0.6515151515151515,330,460.5465993342441,mr;se
DLF,IREDA,-12589.766168612088,-565.4080899988849,12024.358078613204,0.27717391304347827,184,13391.528912676073,mr;se
BAJAJ-AUTO,M&M,-28115.479543463127,-7516.970249998401,20598.50929346472,0.2276923076923077,325,28453.66038531366,mr;se
CDSL,MCX,-932.5997817996487,16328.134700001508,17260.734481801144,0.47547169811320755,265,3254.775937775594,mr;se
NHPC,TATAPOWER,-18162.803853361664,5409.957250002025,23572.7611033637,0.29916897506925205,361,18178.56671607229,mr;se
HUDCO,RECLTD,2311.391969777338,28058.945245002138,25747.55327522477,0.4873096446700508,394,3329.664530158907,mr;se;sl
JIOFIN,RVNL,1467.5353490507673,4538.31409000028,3070.7787409495127,0.5106382978723404,47,350.3537544719493,mr;se
BDL,SOLARINDS,-4349.382848065497,10757.747450001316,15107.13029806682,0.43103448275862066,232,5339.683788268742,mr;se
INFY,MPHASIS,-40.01030814323562,89.48800000000938,129.498308143245,0.5,2,0.0,sl
LTM,TECHM,-7848.421346740006,16209.589050001796,24058.01039674182,0.40214477211796246,373,10010.145374869762,mr;se
HINDZINC,TATASTEEL,-16632.2098410356,-1670.393389998852,14961.816451036764,0.19213973799126638,229,16645.315243415047,mr;se;sl
BEL,RVNL,-2571.288332659042,-938.3593049998937,1632.9290276591482,0.12,25,2394.638054307423,mr;sl
ADANIENSOL,ADANIPORTS,30919.782650697045,60690.14607500252,29770.363424305455,0.6564551422319475,457,2032.3920120283547,mr;se
HAL,RVNL,-34163.77633777217,-14046.61828499843,20117.158052773735,0.09740259740259741,308,34083.54678460743,mr;se;sl
RITES,RVNL,10783.316556372733,16796.442470000562,6013.125913627828,0.7934782608695652,92,383.21509446085236,mr;se
M&M,TMPV,9494.86528087119,32965.45370000194,23470.588419130778,0.6104972375690608,362,627.9319883355247,mr;se;sl
JSWENERGY,TATAPOWER,-20985.167735626525,-3550.5060499984966,17434.661685628045,0.2209737827715356,267,20876.27007786456,mr;se
IREDA,TATAPOWER,-25020.60158349926,-2624.4371999981336,22396.164383501164,0.2565597667638484,343,24905.474131658593,mr;se
LTM,MPHASIS,-1141.334965156559,-881.8132999999752,259.521665156584,0.25,4,818.0499587915647,mr;sl
ADANIENSOL,ADANIPOWER,6840.507742373753,32978.56428000213,26138.056537628396,0.475,400,2070.9801247790024,mr;se
MPHASIS,WIPRO,23326.349474129085,43931.91285000169,20605.563375872567,0.7570977917981072,317,649.2586118336403,mr;se
ABB,SIEMENS,-6167.797500846015,5569.342750000932,11737.140250846951,0.28804347826086957,184,6400.623625017006,mr;se
HEROMOTOCO,MARUTI,8939.808112556306,26881.33300000149,17941.52488744516,0.5519713261648745,279,742.0891149341387,mr;se
IRCON,MAZDOCK,-10648.601184294619,1418.9168500010865,12067.518034295712,0.2849462365591398,186,10434.952562433129,mr;se
PERSISTENT,TATAELXSI,0.0,0.0,0.0,0.0,0,0.0,none
GODREJPROP,NBCC,-26687.94649960554,-9172.877074998441,17515.06942460711,0.1791044776119403,268,28868.91420125498,hl;mr;se
HDFCLIFE,SBILIFE,-29491.193732404146,-6322.8299499979485,23168.36378240621,0.2535211267605634,355,29591.007768958974,mr;se;sl
BDL,IRFC,-4289.198013997326,-629.0457849997351,3660.152228997589,0.25,56,4417.232634087561,hl;mr
KAYNES,MAZDOCK,-6014.51224411347,15503.4724000016,21517.98464411506,0.43543543543543545,333,10403.399256234008,mr;se
CENTRALBK,MAHABANK,13603.361028223238,27593.324135001152,13989.963106777872,0.6682242990654206,214,927.4370876167486,mr;se
INDIANB,SBIN,-11178.178880680513,11831.327450001805,23009.50633068231,0.34844192634560905,353,11339.954697350084,mr;se;sl
GAIL,IOC,365.117824463126,19186.81674500139,18821.698920538285,0.4652777777777778,288,2974.5009610822353,mr;se
AMBER,DIXON,21816.13717836115,33513.70525000084,11697.568071639707,0.7978142076502732,183,354.86771483484654,mr;se
BANKINDIA,CENTRALBK,4818.04290032014,7823.915145000265,3005.8722446801207,0.782608695652174,46,242.51683779973246,mr
BANKINDIA,MAHABANK,-14607.689399378494,1994.8014300015107,16602.49082938,0.32677165354330706,254,14687.460219541636,mr;se
CANBK,PFC,-7854.942620368165,14888.556200001924,22743.498820370118,0.3793103448275862,348,7767.975699519609,mr;se
RAILTEL,RITES,9098.599441267068,22033.8811250011,12935.281683734025,0.5454545454545454,198,2557.29275658682,mr;se
CDSL,RECLTD,-3969.243828132094,14266.045050001543,18235.28887813364,0.42142857142857143,280,4792.379325199499,mr;se
BDL,SUZLON,-7832.977924456759,4194.742350000979,12027.720274457746,0.3532608695652174,184,10763.354555524349,mr;se;sl
CENTRALBK,IOB,-1223.985743014053,3352.2134900003534,4576.199233014404,0.42857142857142855,70,1602.3199268697667,mr;se
JIOFIN,MAZDOCK,3803.4090282710085,18700.572250001267,14897.163221730267,0.5614035087719298,228,928.9328964950228,mr;se
PFC,TATAPOWER,-1288.7502507415497,-1027.6500249999797,261.10022574157,0.0,4,1105.7176609714465,mr;sl
LTM,TCS,11695.169556050128,29638.8649000015,17943.695343951338,0.6690647482014388,278,1628.597593112719,mr;se
CDSL,MAZDOCK,5714.576050323168,14896.752350000748,9182.176299677578,0.6879432624113475,141,423.24275498034945,mr;se
BANKINDIA,RECLTD,13020.293460228304,31843.96906000169,18823.67559977342,0.6527777777777778,288,488.9080404266051,mr;se
CANBK,IREDA,7925.946373724654,25964.997885001532,18039.051511276863,0.5434782608695652,276,1194.865637186935,mr;se
IRFC,RITES,4780.601996754616,17392.060290001078,12611.458293246485,0.49222797927461137,193,2047.8396172877833,mr;se
BHEL,MAZDOCK,27081.929404186067,51840.770830001966,24758.8414258159,0.6596306068601583,379,940.213376271332,mr;se
HCLTECH,MPHASIS,-1213.5345188785582,-758.43749999999,455.09701887856795,0.14285714285714285,7,1221.5056369012377,mr;sl
HDFCBANK,ICICIBANK,-33780.80543594523,-14758.747399998532,19022.05803594668,0.1506849315068493,292,33541.51992168963,mr;se
CANBK,CENTRALBK,-7004.974346095873,-3279.5488449995896,3725.425501096285,0.08771929824561403,57,6989.493759875281,mr;se;sl
PNB,RECLTD,-1472.3168613811702,17808.77346500161,19281.090326382797,0.42033898305084744,295,4139.672414742466,mr;se
CAMS,CDSL,2538.1151718397978,25635.08717500188,23096.97200316207,0.4689265536723164,354,2923.515994082645,mr;se
CENTRALBK,PNB,-21338.16156376044,-6762.486144998793,14575.675418761646,0.16591928251121077,223,21192.733701722005,hl;mr;se
ABCAPITAL,IREDA,17117.129134371942,40306.94300000195,23189.813865629993,0.6084507042253521,355,1130.6823969401948,mr;se
NBCC,PFC,-2319.1076873033676,20993.01490000193,23312.122587305286,0.484593837535014,357,4306.725627511888,mr;se
LTM,WIPRO,19308.10026584108,42152.280100001946,22844.179834160826,0.751412429378531,354,538.1448760151143,mr;se
INFY,LTM,2015.6563975045192,16089.69070000126,14074.034302496737,0.625,216,1634.8946310623073,mr;se
CDSL,RVNL,2918.53002621382,7348.290900000313,4429.760873786496,0.6764705882352942,68,592.4391822526575,mr
MAZDOCK,ZENTEC,6818.388395967199,11559.079850000435,4740.691454033238,0.726027397260274,73,645.2834495007769,mr
HUDCO,RVNL,23110.1556966272,56047.631180002936,32937.47548337572,0.5079365079365079,504,981.7089859231355,mr;se
BANKINDIA,RBLBANK,7440.770089525285,24433.271800001345,16992.501710476055,0.5846153846153846,260,1040.2094054815589,mr;se
COCHINSHIP,NBCC,-421.1180490668213,-355.86184499999035,65.25620406683096,0.0,1,0.0,mr
NTPC,TATAPOWER,-11269.606289183512,-5719.816799999585,5549.789489183927,0.08235294117647059,85,11148.235570994728,mr;sl
HCLTECH,LTM,0.0,0.0,0.0,0.0,0,0.0,none
INOXWIND,JIOFIN,-11466.48575160507,14013.64973000221,25480.13548160726,0.35384615384615387,390,11908.619739943526,mr;se
OFSS,TECHM,-18333.98316299603,6473.2382500019185,24807.221412997933,0.33678756476683935,386,18717.90545007874,mr;se
TATAELXSI,TCS,-6125.238640288774,11247.822350001452,17373.06099029022,0.3903345724907063,269,6577.019149073292,mr;se
BANKINDIA,IREDA,6776.526973308812,11678.342215000452,4901.815241691638,0.72,75,263.91616080143103,mr
BANKBARODA,RECLTD,2481.915063999548,22735.405135001816,20253.490071002256,0.5064516129032258,310,1212.44282093582,mr;se
JIOFIN,SUZLON,2748.8737438738126,17514.81472000116,14765.940976127358,0.4911504424778761,226,1139.1925187697468,mr;se
BEML,DATAPATTNS,2460.0877559736696,4996.071250000219,2535.98349402655,0.48717948717948717,39,606.8344642798174,mr
HAL,NBCC,-35428.719444384406,-14777.646324998275,20651.073119386198,0.0949367088607595,316,35683.03764581099,mr;se;sl
TATAELXSI,WIPRO,11977.980543946127,29094.919350001546,17116.93880605542,0.7283018867924528,265,551.8016865352233,mr;se
OFSS,WIPRO,3435.1844578524556,26104.97000000185,22669.78554214936,0.49291784702549574,353,1540.9666219917958,mr;se;sl
DLF,JIOFIN,-13076.386154333597,8288.038785001729,21364.424939335335,0.37003058103975534,327,12948.567528735719,mr;se
ADANIENT,JIOFIN,-42542.35614461559,-14648.222389997656,27894.133754617975,0.1522248243559719,427,42427.222285386444,hl;mr;se
ADANIPORTS,AMBUJACEM,-30555.57484899418,-6204.821724997844,24350.753123996365,0.26541554959785524,373,30715.61613185886,mr;se
BAJFINANCE,CHOLAFIN,0.0,0.0,0.0,0.0,0,0.0,none
MPHASIS,TATAELXSI,16130.598891042842,24452.095250000733,8321.496358957891,0.78125,128,380.6299308577536,mr;se
CENTRALBK,UCOBANK,-1193.9816309396008,2989.838775000321,4183.82040593992,0.375,64,1470.1053890212393,mr;se;sl
KPITTECH,MPHASIS,15999.882040916025,35120.12872500173,19120.24668408574,0.6279863481228669,293,1182.5086003542092,mr;se
TATAELXSI,TATATECH,7798.0380281677235,36385.92807500246,28587.89004683477,0.5205479452054794,438,2315.363158048357,mr;se
OFSS,TCS,8926.635427255032,26204.28400000133,17277.64857274628,0.5650557620817844,269,1607.313539203362,mr;se
JINDALSTEL,NATIONALUM,-12429.493809230798,3110.9733250013232,15540.467134232114,0.3025210084033613,238,12529.946943852696,mr;se
DLF,IRFC,-2599.50160765464,-1292.4996649998686,1307.0019426547708,0.1,20,2459.340170234078,hl;mr
CANBK,JIOFIN,-129.82312673504427,131.4193950000362,261.24252173508046,0.25,4,328.3995740901625,mr
GAIL,TATAPOWER,-19446.877378654543,-7759.4873749991275,11687.39000365542,0.1564245810055866,179,19294.125854599486,mr;se;sl
GMRAIRPORT,IREDA,4046.280163746903,25944.045325001825,21897.765161254956,0.4925373134328358,335,2577.4189286489427,mr;se
BAJFINANCE,SHRIRAMFIN,0.0,0.0,0.0,0.0,0,0.0,none
GRSE,RVNL,29236.68891666845,47346.9270000015,18110.23808333304,0.7025089605734767,279,1857.5108091336624,mr;se
INOXWIND,RECLTD,11756.979829420936,35552.03840000207,23795.058570581117,0.5192307692307693,364,2845.8768408915876,mr;se
BEL,BHEL,-11702.786430969856,5671.978440001349,17374.764870971194,0.3233082706766917,266,11792.447546306847,mr;se
BDL,INOXWIND,-4944.779719792623,9565.312805001142,14510.092524793776,0.3738738738738739,222,7556.495871923027,mr;se;sl
IREDA,SJVN,-13714.710354447472,-3191.323109999257,10523.387244448215,0.16149068322981366,161,14882.532185238992,hl;mr;se
NBCC,TATAPOWER,-8873.070050420607,18095.965075002296,26969.0351254229,0.3728813559322034,413,9658.263311136705,mr;se
ADANIGREEN,IREDA,-32071.96694643408,-8154.533754997974,23917.433191436117,0.19672131147540983,366,32247.269422216392,mr;se;sl
DLF,RECLTD,-5750.975556403844,15398.10097500185,21149.07653140569,0.41975308641975306,324,7283.604964502414,mr;se
POWERGRID,TATAPOWER,-21525.371333505067,-1610.1823249983227,19915.18900850673,0.25901639344262295,305,21385.054778746748,mr;se;sl
RAILTEL,TITAGARH,12309.719096526036,30863.46294500139,18553.74384847533,0.5176056338028169,284,3931.3403136287625,mr;se
KPITTECH,OFSS,3240.72824928033,23230.48050000162,19989.752250721293,0.4694533762057878,311,3938.4322872548046,mr;se
IREDA,NHPC,-17871.348341660538,-4277.382084998728,13593.966256661799,0.17307692307692307,208,17781.98743675486,mr;se;sl
ABCAPITAL,JIOFIN,11079.272901554084,36685.920900002224,25606.647998448127,0.5357142857142857,392,2492.8353069781515,mr;se
IRCTC,IREDA,-9757.659773341717,-739.3482899992764,9018.311483342442,0.2246376811594203,138,9580.566034149708,mr;sl
ADANIENSOL,TATAPOWER,-50659.86965883649,-17231.344249997197,33428.52540883931,0.126953125,512,50595.24786669612,mr;se;sl
TATAELXSI,TECHM,-36259.44946447585,-16379.342049998479,19880.10741447736,0.1331168831168831,308,36068.38928587075,mr;se;sl
JIOFIN,PFC,-27883.110749538224,-3593.6559499978484,24289.45479954041,0.25,372,27779.8231247273,mr;se;sl
ADANIENT,TATAPOWER,-1624.365988028885,-449.1441749998986,1175.2218130289864,0.2222222222222222,18,2318.34826284092,mr;sl
GODREJPROP,IREDA,-15953.245996199743,4305.643255001845,20258.889251201577,0.3193548387096774,310,16228.771136326057,mr;se
MAHABANK,PNB,18358.616184727205,37578.87300000162,19220.256815274406,0.6700680272108843,294,1265.6807506708192,mr;se
MARUTI,TVSMOTOR,1712.291770588476,4058.323500000146,2346.03172941167,0.6842105263157895,38,228.5145954343152,mr;se
BAJAJ-AUTO,MARUTI,-3467.643869090056,12577.923000001156,16045.566869091215,0.36923076923076925,260,3792.44819456013,mr;se
BEL,NBCC,-3134.4984364109278,-1173.834889999855,1960.6635464110727,0.16666666666666666,30,3436.5724060489783,hl;mr
KPITTECH,PERSISTENT,-24213.46287832306,-10122.35162499867,14091.111253324383,0.1527777777777778,216,24008.469015593848,mr;se;sl
ADANIENT,ADANIPOWER,15464.495590915702,40883.1153250021,25418.619734086427,0.5655526992287918,389,1237.3600552034477,mr;se
